Id_number,Task_name,RT,acc
subject178,0B,0.524649563,0.888888889
subject178,1B,0.592291022,1.0
subject178,2B-Face,0.768419205,0.787234043
subject178,2B-Scene,0.63722964,0.87755102
subject178,EasyMath,1.85913344,0.982758621
subject178,FingerTap,0.363788411,1.0
subject178,GoNoGo,1.075590395,0.7688651215
subject178,HardMath,2.464409651,0.953488372
subject179,0B,0.699627809,1.0
subject179,1B,1.02774671,1.0
subject179,2B-Face,0.795619062,0.75
subject179,2B-Scene,1.011944103,0.822222222
subject179,EasyMath,1.902681922,0.940298507
subject179,FingerTap,0.334022581,1.0
subject179,GoNoGo,1.013794986,0.8413693345
subject179,HardMath,2.365528485,0.854166667
subject018,0B,0.933342256,0.818181818
subject018,1B,1.673344789,0.9
subject018,2B-Face,1.237913822,0.5
subject018,2B-Scene,0.944591321,0.724137931
subject018,EasyMath,1.972352354,1.0
subject018,FingerTap,0.614685655,0.84
subject018,GoNoGo,0.992921434,0.8708333335
subject018,HardMath,2.31807085,0.98245614
subject180,0B,1.22482397,0.909090909
subject180,1B,0.754793025,1.0
subject180,2B-Face,0.324361213,0.542372881
subject180,2B-Scene,0.267388027,0.471428571
subject180,EasyMath,1.853932937,0.86440678
subject180,FingerTap,0.370249951,1.0
subject180,GoNoGo,1.009419734,0.7578125
subject180,HardMath,2.003437708,0.857142857
subject181,0B,0.606766211,1.0
subject181,1B,1.103428117,1.0
subject181,2B-Face,0.98298061,0.707317073
subject181,2B-Scene,0.926590756,0.745454545
subject181,EasyMath,1.89440278,0.931034483
subject181,FingerTap,0.353114658,1.0
subject181,GoNoGo,1.078507212,0.7784313725
subject181,HardMath,2.210467483,0.625
subject182,0B,1.225452544,1.0
subject182,1B,1.85985784,0.5
subject182,2B-Face,0.7920755,0.736842105
subject182,2B-Scene,0.69445774,0.839285714
subject182,EasyMath,2.289077109,0.803571429
subject182,FingerTap,0.504252446,1.0
subject182,GoNoGo,1.052570698,0.49838187700000003
subject182,HardMath,2.172093452,0.852459016
subject183,0B,0.678735233,1.0
subject183,1B,0.994998782,1.0
subject183,2B-Face,1.062614735,0.880952381
subject183,2B-Scene,0.921854276,0.755102041
subject183,EasyMath,1.895947157,0.98
subject183,FingerTap,0.414143607,1.0
subject183,GoNoGo,0.955888704,0.807091346
subject183,HardMath,2.039068074,0.884615385
subject184,0B,1.3854197,1.0
subject184,1B,1.199061227,1.0
subject184,2B-Face,0.979003571,0.775510204
subject184,2B-Scene,0.715197137,0.911111111
subject184,EasyMath,2.058179816,0.983870968
subject184,FingerTap,0.383884917,1.0
subject184,GoNoGo,1.025116913,0.560949299
subject184,HardMath,2.503610216,0.756097561
subject185,0B,0.678505282,1.0
subject185,1B,1.128438973,1.0
subject185,2B-Face,1.122191937,0.911111111
subject185,2B-Scene,1.189497592,0.648648649
subject185,EasyMath,1.997741413,1.0
subject185,FingerTap,0.476850784,1.0
subject185,GoNoGo,1.030773416,0.8643790849999999
subject185,HardMath,2.497863413,0.97826087
subject186,0B,0.905736367,1.0
subject186,1B,1.28250678,1.0
subject186,2B-Face,0.935199246,0.288888889
subject186,2B-Scene,0.979960718,0.282051282
subject186,EasyMath,1.984091929,0.982142857
subject186,FingerTap,0.3801441,1.0
subject186,GoNoGo,1.009807337,0.8346203345000001
subject186,HardMath,2.091592371,0.927272727
subject187,0B,0.5856323,1.0
subject187,1B,0.858655645,1.0
subject187,2B-Face,1.051509758,0.634146341
subject187,2B-Scene,0.585092176,0.857142857
subject187,EasyMath,1.844310639,0.942307692
subject187,FingerTap,0.351328896,1.0
subject187,GoNoGo,0.978439311,0.523809524
subject187,HardMath,1.98270574,0.96875
subject188,0B,0.69172087,1.0
subject188,1B,1.147133892,1.0
subject188,2B-Face,1.130544438,0.933333333
subject188,2B-Scene,0.814280555,0.846153846
subject188,EasyMath,1.92805095,0.961538462
subject188,FingerTap,0.429941639,1.0
subject188,GoNoGo,1.040488749,0.736238532
subject188,HardMath,2.206319457,0.9
subject189,0B,0.689727127,1.0
subject189,1B,1.150449167,0.9
subject189,2B-Face,1.338382213,0.666666667
subject189,2B-Scene,1.070262968,0.826086957
subject189,EasyMath,1.955149723,0.962962963
subject189,FingerTap,0.420464133,1.0
subject189,GoNoGo,0.969737572,0.537735849
subject189,HardMath,2.367133371,0.803921569
subject190,0B,1.343984244,1.0
subject190,1B,1.318816229,0.777777778
subject190,2B-Face,0.764858849,0.903846154
subject190,2B-Scene,0.625186922,0.821428571
subject190,EasyMath,1.921408219,0.979591837
subject190,FingerTap,0.45459571,1.0
subject190,GoNoGo,1.016575469,0.6442715699999999
subject190,HardMath,2.310578167,0.833333333
subject191,0B,0.68629272,1.0
subject191,1B,1.532034355,1.0
subject191,2B-Face,0.9126009,0.82
subject191,2B-Scene,0.935832895,0.84
subject191,EasyMath,1.898224975,0.962962963
subject191,FingerTap,0.377666964,1.0
subject191,GoNoGo,1.05880777,0.8253623185
subject191,HardMath,1.996483155,0.730769231
subject192,0B,0.787365925,1.0
subject192,1B,0.838924255,0.916666667
subject192,2B-Face,0.799733287,0.962962963
subject192,2B-Scene,0.770275186,0.818181818
subject192,EasyMath,1.897104167,1.0
subject192,FingerTap,0.51543204,1.0
subject192,GoNoGo,1.028817298,0.8135456015
subject192,HardMath,2.688557464,0.928571429
subject193,0B,1.08494641,0.909090909
subject193,1B,1.221781073,1.0
subject193,2B-Face,1.045818139,0.7
subject193,2B-Scene,0.884546544,0.826923077
subject193,EasyMath,1.889061668,0.943396226
subject193,FingerTap,0.377138453,1.0
subject193,GoNoGo,1.033956829,0.8167735045
subject193,HardMath,2.18061604,0.918367347
subject194,0B,0.655863789,0.9
subject194,1B,0.87524564,1.0
subject194,2B-Face,1.017410393,0.88
subject194,2B-Scene,0.843606889,0.964912281
subject194,EasyMath,1.84633761,1.0
subject194,FingerTap,0.335565393,1.0
subject194,GoNoGo,1.059774733,0.953639083
subject194,HardMath,2.549689827,0.857142857
subject195,0B,0.740798027,1.0
subject195,1B,1.06667185,0.8
subject195,2B-Face,0.928386402,0.8
subject195,2B-Scene,0.920206228,0.821428571
subject195,EasyMath,1.976120838,0.90625
subject195,FingerTap,0.453523654,1.0
subject195,GoNoGo,0.995215576,0.504901961
subject195,HardMath,2.26052995,0.733333333
subject196,0B,0.590256175,0.8
subject196,1B,0.76346924,1.0
subject196,2B-Face,0.791007241,0.807017544
subject196,2B-Scene,0.84187703,0.92
subject196,EasyMath,1.835504702,0.964912281
subject196,FingerTap,0.331913077,1.0
subject196,GoNoGo,1.022406859,0.6526162790000001
subject196,HardMath,2.466072098,0.956521739
subject197,0B,0.767094864,1.0
subject197,1B,0.711636713,0.888888889
subject197,2B-Face,0.663976842,0.857142857
subject197,2B-Scene,0.765122598,0.807692308
subject197,EasyMath,2.065440733,0.882352941
subject197,FingerTap,0.714782752,1.0
subject197,GoNoGo,1.049667992,0.714814815
subject197,HardMath,2.440052918,0.730769231
subject198,0B,0.921856136,0.916666667
subject198,1B,1.4786295,1.0
subject198,2B-Face,1.076957103,0.787234043
subject198,2B-Scene,1.106947372,0.780487805
subject198,EasyMath,2.104873709,0.981481481
subject198,FingerTap,0.379113232,1.0
subject198,GoNoGo,1.034695495,0.8054421764999999
subject198,HardMath,2.527550943,0.714285714
subject199,0B,0.61858651,1.0
subject199,1B,0.837757089,1.0
subject199,2B-Face,0.811826519,0.840909091
subject199,2B-Scene,0.955335546,0.8125
subject199,EasyMath,1.907597481,1.0
subject199,FingerTap,0.324255549,1.0
subject199,GoNoGo,1.004229114,0.9789915965
subject199,HardMath,2.121138534,0.963636364
subject002,0B,0.796701683,1.0
subject002,1B,1.575783809,0.916666667
subject002,2B-Face,0.79955333,0.822222222
subject002,2B-Scene,0.879764811,0.717948718
subject002,EasyMath,1.980356547,0.984126984
subject002,FingerTap,0.360202145,1.0
subject002,GoNoGo,0.949165005,0.42857142849999996
subject002,HardMath,2.085445934,1.0
subject020,0B,0.634535579,0.933333333
subject020,1B,1.0362373,1.0
subject020,2B-Face,1.316750452,0.675675676
subject020,2B-Scene,0.989779788,0.913043478
subject020,EasyMath,1.972443004,0.981481481
subject020,FingerTap,0.667570236,1.0
subject020,GoNoGo,1.035846776,0.7738095235
subject020,HardMath,2.766411259,0.906976744
subject200,0B,0.81343469,1.0
subject200,1B,1.034947033,1.0
subject200,2B-Face,0.938956972,0.869565217
subject200,2B-Scene,0.994925784,0.902439024
subject200,EasyMath,1.923034309,0.966666667
subject200,FingerTap,0.36733969,1.0
subject200,GoNoGo,1.007750032,0.8839285715
subject200,HardMath,2.172013948,0.977777778
subject202,0B,1.120690022,1.0
subject202,1B,1.257631509,1.0
subject202,2B-Face,0.956583845,0.875
subject202,2B-Scene,1.351786506,0.853658537
subject202,EasyMath,2.0804337,1.0
subject202,FingerTap,0.567573368,1.0
subject202,GoNoGo,1.053961427,0.6015519565
subject202,HardMath,2.402395287,0.981132075
subject203,0B,0.547575945,1.0
subject203,1B,0.767547718,1.0
subject203,2B-Face,0.832454822,0.942307692
subject203,2B-Scene,1.172482289,0.880952381
subject203,EasyMath,1.842169669,0.955223881
subject203,FingerTap,0.329880826,1.0
subject203,GoNoGo,1.010979271,0.5333710405000001
subject203,HardMath,1.97000016,0.921568627
subject204,0B,0.654782878,1.0
subject204,1B,1.033709611,1.0
subject204,2B-Face,1.160256019,0.822222222
subject204,2B-Scene,1.144899434,0.844444444
subject204,EasyMath,1.926428497,0.983333333
subject204,FingerTap,0.533547389,1.0
subject204,GoNoGo,1.003511587,0.7693094625
subject204,HardMath,2.203517202,0.905660377
subject205,0B,0.8858105,1.0
subject205,1B,2.196297371,0.7
subject205,2B-Face,1.256213329,0.682926829
subject205,2B-Scene,1.239453262,0.772727273
subject205,EasyMath,1.976109143,0.984375
subject205,FingerTap,0.456453177,1.0
subject205,GoNoGo,1.050325242,0.7432506889999999
subject205,HardMath,1.997932989,0.921568627
subject021,0B,0.784806967,0.923076923
subject021,1B,1.065232229,0.7
subject021,2B-Face,0.754371549,0.85483871
subject021,2B-Scene,0.69045481,0.923076923
subject021,EasyMath,1.929196866,0.983870968
subject021,FingerTap,0.459892403,1.0
subject021,GoNoGo,0.953694578,0.7910872315
subject021,HardMath,2.364034754,0.980392157
subject022,0B,3.3314144,0.25
subject022,1B,0.90321705,0.363636364
subject022,2B-Face,0.662292346,0.8125
subject022,2B-Scene,0.622654997,0.684210526
subject022,EasyMath,2.613402428,0.545454545
subject022,FingerTap,0.332823085,0.983333333
subject022,GoNoGo,1.009156651,0.7231404955
subject022,HardMath,4.28860255,0.266666667
subject023,0B,1.162486655,1.0
subject023,1B,1.58774799,1.0
subject023,2B-Face,0.969984695,0.875
subject023,2B-Scene,0.824248355,0.863636364
subject023,EasyMath,2.06322395,0.967741935
subject023,FingerTap,0.536319084,1.0
subject023,GoNoGo,1.028046308,0.657936508
subject023,HardMath,2.488113467,0.888888889
subject024,0B,0.736442792,1.0
subject024,1B,1.28039765,1.0
subject024,2B-Face,0.895413765,0.577777778
subject024,2B-Scene,0.872551298,0.821428571
subject024,EasyMath,1.9570161,1.0
subject024,FingerTap,0.398944006,1.0
subject024,GoNoGo,1.056811434,0.7452830189999999
subject024,HardMath,2.57059894,0.826923077
subject026,0B,1.071359911,1.0
subject026,1B,1.03570637,0.909090909
subject026,2B-Face,0.987190154,0.764705882
subject026,2B-Scene,0.985673034,0.833333333
subject026,EasyMath,1.953734216,1.0
subject026,FingerTap,0.410960802,1.0
subject026,GoNoGo,0.988379215,0.7961836285
subject026,HardMath,2.728964987,0.863636364
subject027,0B,0.799909437,0.666666667
subject027,1B,1.3928013,1.0
subject027,2B-Face,0.930300994,0.729166667
subject027,2B-Scene,0.776984262,0.84
subject027,EasyMath,2.018222502,0.981132075
subject027,FingerTap,0.357420588,1.0
subject027,GoNoGo,1.032001559,0.648404993
subject027,HardMath,2.13067816,0.898305085
subject028,0B,0.613809137,0.8
subject028,1B,0.990090213,0.888888889
subject028,2B-Face,0.707665986,0.636363636
subject028,2B-Scene,0.724869351,0.951612903
subject028,EasyMath,1.811934709,0.985074627
subject028,FingerTap,0.398779424,1.0
subject028,GoNoGo,1.011864298,0.4625
subject028,HardMath,2.004037417,1.0
subject029,0B,0.77045716,0.909090909
subject029,1B,0.957118583,1.0
subject029,2B-Face,0.607048377,0.888888889
subject029,2B-Scene,0.8341512,0.511627907
subject029,EasyMath,1.875313613,0.984615385
subject029,FingerTap,0.451464866,0.984615385
subject029,GoNoGo,1.06109915,0.5
subject029,HardMath,1.974048339,0.907407407
subject003,0B,1.385622313,0.666666667
subject003,1B,1.1899688,0.636363636
subject003,2B-Face,1.170368916,0.863636364
subject003,2B-Scene,0.795774158,0.898305085
subject003,EasyMath,2.035715957,0.947368421
subject003,FingerTap,0.389048115,1.0
subject003,GoNoGo,0.994039279,0.505128205
subject003,HardMath,2.121588434,0.854166667
subject030,0B,1.242764655,1.0
subject030,1B,1.417559267,0.923076923
subject030,2B-Face,0.606130175,0.114285714
subject030,2B-Scene,1.103741986,0.205882353
subject030,EasyMath,2.282213215,0.717391304
subject030,FingerTap,0.681995156,0.983333333
subject030,GoNoGo,0.955735389,0.5
subject030,HardMath,3.90773782,0.285714286
subject031,0B,0.713542189,1.0
subject031,1B,0.895027375,1.0
subject031,2B-Face,0.934452318,0.755555556
subject031,2B-Scene,1.016111111,0.75
subject031,EasyMath,1.874333296,1.0
subject031,FingerTap,0.338182471,1.0
subject031,GoNoGo,1.02344897,0.8974004425
subject031,HardMath,2.106202825,1.0
subject032,0B,0.452012409,0.846153846
subject032,1B,0.9135821,1.0
subject032,2B-Face,0.865456493,0.666666667
subject032,2B-Scene,1.044829413,0.522727273
subject032,EasyMath,2.080732067,0.913043478
subject032,FingerTap,0.366710371,1.0
subject032,GoNoGo,1.042720869,0.7532175034999999
subject032,HardMath,2.462414676,0.807692308
subject033,0B,0.815423755,0.916666667
subject033,1B,1.875698833,0.75
subject033,2B-Face,0.793221082,0.803571429
subject033,2B-Scene,0.913372945,0.523809524
subject033,EasyMath,1.979117303,1.0
subject033,FingerTap,0.698113898,0.984615385
subject033,GoNoGo,1.094114137,0.545929798
subject033,HardMath,2.328061694,0.631578947
subject034,0B,0.501895875,0.923076923
subject034,1B,0.72264674,1.0
subject034,2B-Face,1.097149763,0.833333333
subject034,2B-Scene,1.02770758,0.980769231
subject034,EasyMath,1.868190327,0.960784314
subject034,FingerTap,0.343668435,1.0
subject034,GoNoGo,1.057293416,0.8529411765
subject034,HardMath,2.047954504,0.875
subject035,0B,0.674331211,0.75
subject035,1B,0.853007256,0.9
subject035,2B-Face,0.511210503,0.829787234
subject035,2B-Scene,0.590666047,0.808510638
subject035,EasyMath,1.984992012,0.962264151
subject035,FingerTap,0.368497548,1.0
subject035,GoNoGo,1.002696597,0.76396348
subject035,HardMath,2.251587483,0.884615385
subject036,0B,0.711898467,1.0
subject036,1B,1.19790325,1.0
subject036,2B-Face,1.352687039,0.43902439
subject036,2B-Scene,1.065580409,0.785714286
subject036,EasyMath,1.900937916,0.943396226
subject036,FingerTap,0.460230368,0.971428571
subject036,GoNoGo,1.083404259,0.5
subject036,HardMath,1.940274555,0.924528302
subject037,0B,0.574536309,0.916666667
subject037,1B,0.573612286,1.0
subject037,2B-Face,0.722442102,0.86
subject037,2B-Scene,0.73377534,0.888888889
subject037,EasyMath,1.980441773,0.98
subject037,FingerTap,0.368420737,1.0
subject037,GoNoGo,1.047180803,0.849378882
subject037,HardMath,2.650743022,0.769230769
subject038,0B,0.75475651,0.909090909
subject038,1B,1.18121577,0.714285714
subject038,2B-Face,0.700383833,0.84
subject038,2B-Scene,0.63428078,0.833333333
subject038,EasyMath,2.217694226,0.829787234
subject038,FingerTap,0.397474695,1.0
subject038,GoNoGo,1.080756348,0.49459459450000004
subject038,HardMath,2.231530732,0.627118644
subject004,0B,1.153627218,0.916666667
subject004,1B,2.0118177,0.7
subject004,2B-Face,0.528150292,0.888888889
subject004,2B-Scene,0.547495429,0.957446809
subject004,EasyMath,2.017912069,0.865384615
subject004,FingerTap,0.643237802,1.0
subject004,GoNoGo,0.978732715,0.4629411765
subject004,HardMath,2.008218965,0.905660377
subject041,0B,0.88325635,0.8
subject041,1B,1.30040673,0.714285714
subject041,2B-Face,0.70203014,0.5
subject041,2B-Scene,0.690432896,0.867924528
subject041,EasyMath,2.026021723,0.96875
subject041,FingerTap,0.357936486,1.0
subject041,GoNoGo,1.071074686,0.7760180995
subject041,HardMath,2.108048318,0.890909091
subject042,0B,0.6635285,0.916666667
subject042,1B,1.210792856,0.75
subject042,2B-Face,0.719782873,0.849056604
subject042,2B-Scene,0.732417109,0.728813559
subject042,EasyMath,1.854017585,1.0
subject042,FingerTap,0.372297274,1.0
subject042,GoNoGo,0.980466497,0.9052959505
subject042,HardMath,1.988223634,0.913793103
subject043,0B,1.009405888,1.0
subject043,1B,0.694477863,0.888888889
subject043,2B-Face,1.270647833,0.642857143
subject043,2B-Scene,0.750670107,0.788461538
subject043,EasyMath,1.997658694,0.959183673
subject043,FingerTap,0.56236277,1.0
subject043,GoNoGo,1.005955308,0.6257267440000001
subject043,HardMath,2.532657515,0.872340426
subject044,0B,0.966703086,0.7
subject044,1B,0.886073,0.5
subject044,2B-Face,0.809575253,0.692307692
subject044,2B-Scene,0.633038381,0.777777778
subject044,EasyMath,1.905364345,1.0
subject044,FingerTap,0.473922997,0.8
subject044,GoNoGo,1.04013893,0.7762886600000001
subject044,HardMath,2.059025075,0.982142857
subject045,0B,0.75099524,0.909090909
subject045,1B,1.28222305,0.142857143
subject045,2B-Face,0.916011717,0.82
subject045,2B-Scene,0.894137378,1.0
subject045,EasyMath,1.935089504,0.981481481
subject045,FingerTap,0.324785992,1.0
subject045,GoNoGo,0.997170535,0.8618836915
subject045,HardMath,2.226345624,0.68
subject046,0B,0.96516326,0.909090909
subject046,1B,1.211360071,0.538461538
subject046,2B-Face,0.71255741,0.905660377
subject046,2B-Scene,0.916642953,0.791666667
subject046,EasyMath,2.114273637,0.901960784
subject046,FingerTap,0.457395095,1.0
subject046,GoNoGo,1.037853047,0.5627272725
subject046,HardMath,2.835409853,0.681818182
subject047,0B,0.68385117,1.0
subject047,1B,0.700140664,1.0
subject047,2B-Face,0.734691862,0.84
subject047,2B-Scene,0.803267742,0.791666667
subject047,EasyMath,1.827839541,0.985074627
subject047,FingerTap,0.322528598,1.0
subject047,GoNoGo,1.000369282,0.793272171
subject047,HardMath,1.881614946,0.92
subject048,0B,0.5975758,1.0
subject048,1B,0.66742901,1.0
subject048,2B-Face,0.721293354,0.8
subject048,2B-Scene,0.801178038,0.790697674
subject048,EasyMath,1.869572071,1.0
subject048,FingerTap,0.324005234,1.0
subject048,GoNoGo,1.035501054,0.906719925
subject048,HardMath,2.70967778,0.909090909
subject049,0B,1.406279762,1.0
subject049,1B,1.725677671,0.636363636
subject049,2B-Face,1.450249606,0.888888889
subject049,2B-Scene,1.255449359,0.5625
subject049,EasyMath,2.013667314,0.98245614
subject049,FingerTap,0.455036224,1.0
subject049,GoNoGo,1.029451381,0.8173913045000001
subject049,HardMath,2.222590604,0.867924528
subject005,0B,0.995565311,0.9
subject005,1B,1.41685526,0.909090909
subject005,2B-Face,1.188845591,0.695652174
subject005,2B-Scene,1.179164927,0.888888889
subject005,EasyMath,2.003292287,0.982142857
subject005,FingerTap,0.449261003,1.0
subject005,GoNoGo,1.030738685,0.653508772
subject005,HardMath,2.259253511,0.916666667
subject050,0B,0.61367874,0.909090909
subject050,1B,0.88597472,1.0
subject050,2B-Face,0.748540277,0.888888889
subject050,2B-Scene,0.805347651,0.85483871
subject050,EasyMath,1.898962347,1.0
subject050,FingerTap,0.327661943,1.0
subject050,GoNoGo,1.032246215,0.9642045455
subject050,HardMath,2.775949657,0.853658537
subject051,0B,0.7065451,1.0
subject051,1B,1.129686447,1.0
subject051,2B-Face,1.134994913,0.808510638
subject051,2B-Scene,1.005007046,0.860465116
subject051,EasyMath,2.048749842,0.964912281
subject051,FingerTap,0.694784591,0.984615385
subject051,GoNoGo,1.011378061,0.7083333334999999
subject051,HardMath,2.5610383,0.857142857
subject052,0B,0.802351309,1.0
subject052,1B,2.091739633,1.0
subject052,2B-Face,1.117825679,0.733333333
subject052,2B-Scene,1.111230732,0.736842105
subject052,EasyMath,2.035114713,0.945454545
subject052,FingerTap,0.556697971,0.533333333
subject052,GoNoGo,0.993077089,0.674822695
subject052,HardMath,2.251090589,0.851851852
subject053,0B,0.46247999,1.0
subject053,1B,1.4206082,1.0
subject053,2B-Face,0.699449609,0.846153846
subject053,2B-Scene,0.681568872,0.679245283
subject053,EasyMath,1.841889263,0.936507937
subject053,FingerTap,0.456640402,1.0
subject053,GoNoGo,1.018393884,0.7963400235
subject053,HardMath,1.915538609,0.914893617
subject054,0B,2.86321558,0.454545455
subject054,1B,1.42842985,0.6
subject054,2B-Face,0.910272231,0.666666667
subject054,2B-Scene,0.81128389,0.617021277
subject054,EasyMath,2.188679403,0.775510204
subject054,FingerTap,0.690649427,0.933333333
subject054,GoNoGo,1.020013659,0.5206133735
subject054,HardMath,4.212821369,0.457142857
subject055,0B,0.772844392,1.0
subject055,1B,0.810262091,1.0
subject055,2B-Face,0.958233434,0.725
subject055,2B-Scene,0.95085298,0.731707317
subject055,EasyMath,1.927509191,1.0
subject055,FingerTap,0.426511924,1.0
subject055,GoNoGo,1.018292111,0.89167152
subject055,HardMath,2.506149349,0.87037037
subject056,0B,0.931561678,1.0
subject056,1B,1.675286636,1.0
subject056,2B-Face,0.78155356,0.97826087
subject056,2B-Scene,0.876109072,0.836363636
subject056,EasyMath,1.868249848,1.0
subject056,FingerTap,0.322836391,1.0
subject056,GoNoGo,1.064480326,0.9561036789999999
subject056,HardMath,1.953822878,1.0
subject057,0B,0.541281642,1.0
subject057,1B,0.648394655,1.0
subject057,2B-Face,0.968195953,0.929824561
subject057,2B-Scene,1.046087924,0.609756098
subject057,EasyMath,1.86178892,1.0
subject057,FingerTap,0.419255663,1.0
subject057,GoNoGo,1.00182774,0.6798756795
subject057,HardMath,2.059784667,0.960784314
subject058,0B,1.797732367,0.6
subject058,1B,0.890335763,0.8
subject058,2B-Face,1.100326714,0.672727273
subject058,2B-Scene,0.848577867,0.697674419
subject058,EasyMath,2.006960054,0.923076923
subject058,FingerTap,0.422398782,1.0
subject058,GoNoGo,1.012932399,0.6210227275
subject058,HardMath,2.052844248,0.897959184
subject059,0B,0.5470447,1.0
subject059,1B,0.793201017,1.0
subject059,2B-Face,0.697521045,0.709677419
subject059,2B-Scene,0.612056308,0.868852459
subject059,EasyMath,1.936663473,0.9375
subject059,FingerTap,0.352794398,1.0
subject059,GoNoGo,0.956109889,0.7215608465000001
subject059,HardMath,2.241382805,0.82
subject060,0B,1.580166036,1.0
subject060,1B,2.290317129,0.538461538
subject060,2B-Face,0.845947527,0.912280702
subject060,2B-Scene,1.012806513,0.8125
subject060,EasyMath,2.007203518,1.0
subject060,FingerTap,0.659513282,1.0
subject060,GoNoGo,1.067237626,0.7783575315
subject060,HardMath,2.480532142,0.844444444
subject062,0B,0.559281022,1.0
subject062,1B,0.55498872,1.0
subject062,2B-Face,0.84863312,0.128205128
subject062,2B-Scene,0.973818386,0.184210526
subject062,EasyMath,1.8323777,1.0
subject062,FingerTap,0.32475634,1.0
subject062,GoNoGo,1.03311128,0.8775510205
subject062,HardMath,1.848895343,0.981818182
subject063,0B,0.737030808,0.923076923
subject063,1B,,0.0
subject063,2B-Face,0.799507037,0.931034483
subject063,2B-Scene,0.796301836,0.886792453
subject063,EasyMath,2.135596794,1.0
subject063,FingerTap,0.447916269,1.0
subject063,GoNoGo,1.024150415,0.8095238095
subject063,HardMath,2.500483116,0.902439024
subject064,0B,1.050243389,1.0
subject064,1B,1.086194843,0.777777778
subject064,2B-Face,0.735333053,0.727272727
subject064,2B-Scene,0.954727356,0.836734694
subject064,EasyMath,1.866168834,0.87037037
subject064,FingerTap,0.384756476,1.0
subject064,GoNoGo,1.033327121,0.7571428575
subject064,HardMath,2.327957432,0.510204082
subject065,0B,0.6755073,1.0
subject065,1B,0.98033741,1.0
subject065,2B-Face,1.056610072,0.568181818
subject065,2B-Scene,1.034300502,0.867924528
subject065,EasyMath,1.984159253,1.0
subject065,FingerTap,0.346366551,1.0
subject065,GoNoGo,1.039886323,0.8305613304999999
subject065,HardMath,2.597524007,0.9375
subject066,0B,0.86052657,1.0
subject066,1B,1.433294938,1.0
subject066,2B-Face,1.039116767,0.75
subject066,2B-Scene,0.955094967,0.837209302
subject066,EasyMath,2.013572626,0.934782609
subject066,FingerTap,0.334266285,1.0
subject066,GoNoGo,0.983711602,0.75625
subject066,HardMath,2.101260925,0.965517241
subject067,0B,1.28950385,0.8
subject067,1B,1.356127833,0.3
subject067,2B-Face,0.754034486,0.826923077
subject067,2B-Scene,0.567765787,0.836363636
subject067,EasyMath,1.979513076,0.943396226
subject067,FingerTap,0.636662942,1.0
subject067,GoNoGo,1.013383345,0.487052551
subject067,HardMath,2.381325123,0.941176471
subject068,0B,0.588043056,0.9
subject068,1B,0.7256714,0.9
subject068,2B-Face,0.879796852,0.909090909
subject068,2B-Scene,0.922071057,0.890909091
subject068,EasyMath,1.877492813,1.0
subject068,FingerTap,0.335672237,1.0
subject068,GoNoGo,1.013605883,0.7743055555
subject068,HardMath,2.134350798,0.875
subject069,0B,0.8960179,0.1
subject069,1B,1.1157296,0.545454545
subject069,2B-Face,1.039067986,0.578947368
subject069,2B-Scene,1.054475728,0.75
subject069,EasyMath,2.099039605,0.88
subject069,FingerTap,0.748088019,0.984615385
subject069,GoNoGo,1.016220137,0.5717391305
subject069,HardMath,2.529505225,0.979591837
subject070,0B,0.65757286,1.0
subject070,1B,1.21626534,1.0
subject070,2B-Face,0.701348822,0.867924528
subject070,2B-Scene,0.748065,0.881355932
subject070,EasyMath,1.836469402,0.970149254
subject070,FingerTap,0.403275215,1.0
subject070,GoNoGo,0.986820647,0.29820261449999996
subject070,HardMath,2.250273836,0.823529412
subject071,0B,0.915079333,0.818181818
subject071,1B,1.060051436,1.0
subject071,2B-Face,1.210608155,0.673469388
subject071,2B-Scene,1.016072059,0.829268293
subject071,EasyMath,1.928975306,0.979166667
subject071,FingerTap,0.372197829,1.0
subject071,GoNoGo,1.003235113,0.9174311925
subject071,HardMath,2.810053795,0.866666667
subject072,0B,0.94848365,1.0
subject072,1B,1.064089955,0.916666667
subject072,2B-Face,1.261633571,0.756097561
subject072,2B-Scene,1.06660812,0.754716981
subject072,EasyMath,2.265178883,0.837209302
subject072,FingerTap,0.745082813,0.945454545
subject072,GoNoGo,1.063690123,0.6102362205
subject072,HardMath,2.16853239,0.98
subject073,0B,1.812718812,1.0
subject073,1B,1.69282057,0.833333333
subject073,2B-Face,0.9812212,0.177777778
subject073,2B-Scene,0.988999671,0.2
subject073,EasyMath,1.882599622,1.0
subject073,FingerTap,0.298971254,1.0
subject073,GoNoGo,1.008519387,0.875686813
subject073,HardMath,3.033052463,1.0
subject074,0B,1.34186331,0.909090909
subject074,1B,1.094870577,0.928571429
subject074,2B-Face,0.92451068,0.930232558
subject074,2B-Scene,0.987440969,0.849056604
subject074,EasyMath,2.040638384,0.983050847
subject074,FingerTap,0.433159715,1.0
subject074,GoNoGo,1.081408785,0.727443609
subject074,HardMath,2.305190536,0.956521739
subject075,0B,0.588493833,0.9
subject075,1B,1.262155942,1.0
subject075,2B-Face,0.715430768,0.719298246
subject075,2B-Scene,0.540788118,0.739130435
subject075,EasyMath,1.83440194,1.0
subject075,FingerTap,0.346359331,1.0
subject075,GoNoGo,1.067995472,0.852245292
subject075,HardMath,1.89478982,1.0
subject076,0B,0.774195667,1.0
subject076,1B,0.97407991,1.0
subject076,2B-Face,1.14117243,0.787234043
